"UID","Name","Documentation"
"_19_0_4_6d8019d_1671380025053_143662_13", "SAF_O2_STID", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Operational Domain/Stakeholder Identification Viewpoint'>Stakeholder Identification Viewpoint</A><BR>Purpose:<BR>The Stakeholder Identification Viewpoint of the operational domain strives to identify Stakeholders;who's concerns shall be considered;and adequatley adressed by the intended solution. Relations <BR>Presentation:<BR>A block definition diagram (BDD) depicting the identified;analysed;and classified Stakeholders;their interrelaions and their relations to the Intended Solution. Relations to represented Operational Performers shall also be shown.</html>"
"_19_0_3_26f0132_1600503062173_139730_1994", "SAF_O3_OPRO", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Operational Domain/Operational Process Viewpoint'>Operational Process Viewpoint</A><BR>Purpose:<BR>The Operational Process Viewpoint describes the Operational Processes related to a specific Operational Story;the sequence of execution;and their Operational Exchanges;including information;materials;natural resources;etc. The assignment of Operational Processes to Operational Performers is captured.<BR>Presentation:<BR>An activity diagram featuring the ordered execution of Operational Process Actions. Operational Processes may be linked in terms of control flow and/or data flow visualizing the Operational Exchanges needed.  Note: Operational Process Actions are assigned to Operational Roles and therefore in a more general manner to Operational Performers.</html>"
"_2024x_2_26f0132_1751012321984_702856_2975", "SAF_O3_OSTA", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Operational Domain/Operational State Viewpoint'>Operational State Viewpoint</A><BR>Purpose:<BR>The viewpoint defines modes of operation for the prosed system (such as normal;on-road;degraded;war-time;maintenance;training etc.) which apply not only to the SOI but also to involved personnel. An operational mode defines a potential life-cycle selection for the SOI which has a relevant impact for the SOI’s stakeholder/users w.r.t. to the operations. [tbd]<BR>Presentation:<BR>A block definition diagram (BDD) featuring states;and state transitions. Note: References to model elements that are dependent of states;or transitions shall be shown as callout;or compartment notation.</html>"
"_19_0_2_26f0132_1567697216482_129982_55869", "SAF_O4_OCXI", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Operational Domain/Operational Context Interaction Viewpoint'>Operational Context Interaction Viewpoint</A><BR>Purpose:<BR>The Operational Context Interaction Viewpoint describes single threads of interaction between Operational Performers in an Operational Context on an operational domain level.  Note: The Operational Interaction Viewpoint may refine an Operational Story.<BR>Presentation:<BR>A sequence diagram featuring the flow of control between Operational Performers of an Operational Context to achieve one outcome of an Operational Story.  Note: This diagram depicts the sending and receiving of messages between the interacting entities called lifelines where time is represented along the vertical axis. The lifelines representatives are part properties typed by Operational Performers.</html>"
"_19_0_1_26f0132_1548401956524_759247_43000", "SAF_O6_SKRD_Table", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Operational Domain/Stakeholder Requirement Definition Viewpoint'>Stakeholder Requirement Definition Viewpoint</A><BR>Purpose:<BR>The Stakeholder Requirement Definition Viewpoint specifies all capabilities;functions and properties;that the intended solution shall possess or expose from the perspective of the Stakeholders. The Stakeholder Requirement Definition Viewpoint also captures constraints for the system to be developed from stakeholders perspective.<BR>Presentation:<BR>A tabular format lisiting * unique requirement ID;text;and attributes;* traceability reference to justifying model artefacts;e.g. operational stories;operational capabilities;identified concerns of stakeholders;and compliance statements Note: Stakeholder Requirements are to be structured in a way that the Stakeholder behind the Requirement is identifiable. When appropriate;the relationships between identified Stakeholder Requirements are and the justifying model artefacts;Operational Story;Operational Capability;Operational Performer;Operational Process;and Operational Exchange are presented. * "One Requirement Package for each Stakeholder" is a best-practice modeling rule. A package contains the Requirements specific for one Stakeholder. * Even if different Stakeholders may have intersecting interests and / or concerns resulting in a similar set of Requirements;each Stakeholder shall have its own set managed in a dedicated Requirement Package. Requirements must not be shared due to their different life cycles. Resolving duplications and conflicts is subject of the requirement analysis resulting in an agreed and consolidated set of System Requirements.</html>"
"_19_0_3_6d8019d_1608907358473_975875_316", "SAF_O8_OCYM_Table", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Operational Domain/Operational Capability Mapping Viewpoint'>Operational Capability Mapping Viewpoint</A><BR>Purpose:<BR>The Operational Capability Mapping Viewpoint describes the relationships of Operational Capabilities. The reasoning for Operational Capabilities as support for Operational Stories and the contribution of Operational Processes to Capabilities are described. Operational Capabilities encoded in Stakeholder Requirements are identified.<BR>Presentation:<BR>A tabular format listing the relationships of Operational Capabilities to Stakeholder Requirements;Operational Stories;and Operational Process Activities.</html>"
"_19_0_3_26f0132_1601459116625_669721_6527", "SAF_O8_OPRM_Table", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Operational Domain/Operational Process Mapping Viewpoint'>Operational Process Mapping Viewpoint</A><BR>Purpose:<BR>The Operational Process Mapping Viewpoint describes the relationships of Operational Processes. The reasoning for Operational Processes from Operational Stories and their contribution to Capabilities is described. The assignment of Operational Processes to Operational Performers is captured.<BR>Presentation:<BR>A tabular format listing the relationships of Operational Process Activities to Operational Capabilities;Operational Stories;and Operational Performers.</html>"
"_19_0_3_8710274_1581676828664_176399_54365", "SAF_OperationalCapability", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_8710274_1581665911562_310714_48925'>Operational Capability</A></html>"
"_19_0_3_6d8019d_1600160576148_12235_366", "SAF_OperationalCapabilityComposition", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_8710274_1581666201982_100862_49030'>OCYcomposedOF</A></html>"
"_19_0_3_6d8019d_1600678873153_400736_372", "SAF_OperationalCapabilityDependency", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_8710274_1581666429993_560174_49054'>OCYdependingON</A></html>"
"_19_0_3_6d8019d_1600163146864_328836_471", "SAF_OperationalCapabilityGeneralization", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_8710274_1581666154134_936493_49002'>OCYspecializedBY</A></html>"
"_19_0_3_6d8019d_1614802389942_56809_428", "SAF_OperationalCapabilitySupport", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_26f0132_1593161538343_235854_323'>OCYsupportingOSY</A></html>"
"_19_0_3_26f0132_1581502754179_833407_156439", "SAF_OperationalContext", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1561763753175_522268_51960'>Operational Context</A></html>"
"_19_0_4_6d8019d_1629637155053_836431_340", "SAF_OperationalContextRole", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1567694227019_837886_54521'>Operational Context Role</A></html>"
"_19_0_4_6d8019d_1618158382195_41606_448", "SAF_OperationalDomainKind", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_26f0132_1600783068816_502199_735'>Operational Domain Kind</A></html>"
"_19_0_4_6d8019d_1632227659718_825878_1667", "SAF_OperationalDomainKindComposition", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_4_6d8019d_1632227066479_408164_1197'>composed of</A></html>"
"_19_0_3_26f0132_1581501489077_870542_155174", "SAF_OperationalPerformer", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562316412621_925297_43615'>Operational Performer</A></html>"
"_19_0_3_6d8019d_1600283017764_387587_659", "SAF_OperationalPerformerActing", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_26f0132_1582984690099_348707_50208'>OPRactingInOSY</A></html>"
"_19_0_3_6d8019d_1599414738887_63027_366", "SAF_OperationalPerformerComposition", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_6d8019d_1598981150221_83799_30'>OPRcomposedOF</A></html>"
"_19_0_3_6d8019d_1611595448048_514745_861", "SAF_OperationalPerformerExhibit", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_6d8019d_1611592925440_283346_480'>OPRexhibitingOCY</A></html>"
"_19_0_3_8710274_1581679987896_193803_55986", "SAF_OperationalProcess", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_164f041e_1564572299224_487951_54901'>Operational Process</A></html>"
"_19_0_4_6d8019d_1629824443819_231386_336", "SAF_OperationalProcessAction", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_8710274_1581674683825_886069_50270'>Operational Process Usage</A></html>"
"_19_0_3_8710274_1581681312847_255155_56868", "SAF_OperationalProcessEnabling", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_3_8710274_1581673944718_281561_49734'>enabling</A></html>"
"_19_0_3_8710274_1581684654332_634229_49093", "SAF_OperationalProcessRefinement", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_164f041e_1564572616564_538444_54929'>refining</A></html>"
"_19_0_1_26f0132_1550433084140_670092_43421", "SAF_OperationalSketch", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1561750848810_524986_48546'>Operational Sketch</A></html>"
"_2024x_2_26f0132_1751012115640_421211_2857", "SAF_OperationalState", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_2_26f0132_1751005742166_577072_1491'>Operational State</A></html>"
"_19_0_1_8710274_1552023067867_433281_43825", "SAF_OperationalStory", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1561750989144_963009_48675'>Operational Story</A></html>"
"_2021x_2_6d8019d_1674914191877_627483_25391", "SAF_P1_PCXD", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Physical Domain/Physical Context Definition Viewpoint'>Physical Context Definition Viewpoint</A><BR>Purpose:<BR>The Physical Context Definition Viewpoint identifies the various contexts the SOI is used in;along with the associated external entities sharing a physical interface with the system. For each context;the applicable environmental conditions shall be defined. The physical context helps identify the interface requirements needed to integrate a system into its environment in a given context.<BR>Presentation:<BR>A block definition diagram (BDD) depicting the elements available in a specific context. At least one BDD is used per identified context featuring * one block representing the Physical System;i.e.;the system of interest * one block representing the specific Physical System Context * several blocks representing Physical Context Elements such as Physical User;Physical External System;and Physical Environment that are present in the Physical System Context * composition relationships attaching the Physical Context Elements and the Physical System to the Physical System Context block</html>"
"_2021x_2_8710274_1695735069570_422039_26031", "SAF_P1_PCXE", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Physical Domain/Physical Context Exchange Viewpoint'>Physical Context Exchange Viewpoint</A><BR>Purpose:<BR>The Physical Context Exchange Viewpoint focuses on the identification of the physical interfaces with external entities and relevant documentation. It is used to capture interface design requirements;applicable standards;protocols and format specifications;that are agreed upon the interfaces.<BR>Presentations:<BR> <UL><li>A) For each given context;an internal block diagram (IBD is used to identify the physical interfaces;the item flows;that are exchanged on that interfaces;and related documentation. Note: To understand the interfaces;a mapping of protocol layers may be depicted.</li><li>B) A tabular format providing a list of all the defined external interfaces and the applicable documentation * context element kind (environment;external entity;physical user;etc.) * context element role name * port name and reference to port type * reference to context element type</li><li>C) A tabular format listing the applicable standards;protocols and formats for the item flows exchanged via the identified interfaces.</li></UL></html>"
"_2024x_8710274_1717757741721_127767_15486", "SAF_P1_PCXE_Table", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Physical Domain/Physical Context Exchange Viewpoint'>Physical Context Exchange Viewpoint</A><BR>Purpose:<BR>The Physical Context Exchange Viewpoint focuses on the identification of the physical interfaces with external entities and relevant documentation. It is used to capture interface design requirements;applicable standards;protocols and format specifications;that are agreed upon the interfaces.<BR>Presentations:<BR> <UL><li>A) For each given context;an internal block diagram (IBD is used to identify the physical interfaces;the item flows;that are exchanged on that interfaces;and related documentation. Note: To understand the interfaces;a mapping of protocol layers may be depicted.</li><li>B) A tabular format providing a list of all the defined external interfaces and the applicable documentation * context element kind (environment;external entity;physical user;etc.) * context element role name * port name and reference to port type * reference to context element type</li><li>C) A tabular format listing the applicable standards;protocols and formats for the item flows exchanged via the identified interfaces.</li></UL></html>"
"_2024x_3_26f0132_1758914098555_163483_1159", "SAF_P2_PETD", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Physical Domain/Physical Exchange Type Definition Viewpoint'>Physical Exchange Type Definition Viewpoint</A><BR>Purpose:<BR>The Physical Exchange Type Definition Viewpoint captures type definitions on design level for any exchanged or stored items;e.g.;information;material;or energy;of the Physical Domain. Its purpose is to define these item types;their properties and their relationships. It also shows the traceability of these items to the conceptual layer (Functional and Logical Domain) <BR>Presentations:<BR> <UL><li>A block definition diagram (BDD) featuring Physical Exchange Types;their properties and relationships.</li><li>A tabular format listing the Physical Exchange Types;their properties and relationships.</li></UL></html>"
"_2024x_3_26f0132_1758914138353_148539_1164", "SAF_P2_PETD_Table", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Physical Domain/Physical Exchange Type Definition Viewpoint'>Physical Exchange Type Definition Viewpoint</A><BR>Purpose:<BR>The Physical Exchange Type Definition Viewpoint captures type definitions on design level for any exchanged or stored items;e.g.;information;material;or energy;of the Physical Domain. Its purpose is to define these item types;their properties and their relationships. It also shows the traceability of these items to the conceptual layer (Functional and Logical Domain) <BR>Presentations:<BR> <UL><li>A block definition diagram (BDD) featuring Physical Exchange Types;their properties and relationships.</li><li>A tabular format listing the Physical Exchange Types;their properties and relationships.</li></UL></html>"
"_2021x_2_8710274_1695637697813_912556_25589", "SAF_P2_PSTD", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Physical Domain/Physical Structure Definition Viewpoint'>Physical Structure Definition Viewpoint</A><BR>Purpose:<BR>The Physical Structure Viewpoint is used to model the internal structure of the SOI and to identify the internal system elements making up the SOI. The SOI breakdown structure identifies system elements and finally at the implementation level hardware;software;and mechanics. The SOI breakdown structure determines items that are reused and make-or-buy (COTS) items. The Physical Structure Viewpoint is elaborated for each candidate physical SOI architecture. It provides the basis for further assessment of the architecture candidates by identifying the system elements in each candidate solution.<BR>Presentation:<BR>A block definition diagram (BDD) featuring the physical system block and physical blocks for any kind of physical element;HW or SW elements;the system is composed of. These elements are connected to the system block by means of aggregation relationships.  Note: Multiple relationships to a kind of element are allowed meaning;that this kind of element is used in several roles.</html>"
"_2021x_2_6d8019d_1675161151233_753157_23835", "SAF_P4_PIEX", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Physical Domain/Physical Internal Exchange Viewpoint'>Physical Internal Exchange Viewpoint</A><BR>Purpose:<BR>The Physical Internal Exchange Viewpoint serves for the identification and definition of interfaces of elements of the physical system. also;the delegation of system element interfaces to the physical system boundary interfaces is covered. The Physical Internal Exchange Viewpoint * identifies system element interfaces on a physical level * states to which other physical elements the interfaces are connected to * assigns physical interface definitions to interfaces * defines the usage of interfaces;e.g.;if only a subset of the interfaces is used * defines the delegation of physical system element interfaces to physical system boundary interfaces<BR>Presentations:<BR> <UL><li>One or more IBDs featuring the SOI boundary;the parts representing physical elements of the SOI. At the SOI boundary;the interfaces of the SOI represented as proxy ports. At the parts;proxy ports representing the SOI parts interfaces. Binding Connectors for each identified SOI interface delegated to physical SOI elements interfaces.  connectors representing connections between interfaces of SOI parts. Item flows are defined for each planned exchange on the identified interfaces. Note: Please use more than one IBD focused on different areas of interest to keep the view comprehensive. Note: Ports may be nested to organize interfaces;but it is recommended to use only only one level.</li><li>A Table representing the content or part of the ibd content.</li></UL></html>"
"_2024x_8710274_1717669386236_274273_20833", "SAF_P4_PIEX_Table", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Physical Domain/Physical Internal Exchange Viewpoint'>Physical Internal Exchange Viewpoint</A><BR>Purpose:<BR>The Physical Internal Exchange Viewpoint serves for the identification and definition of interfaces of elements of the physical system. also;the delegation of system element interfaces to the physical system boundary interfaces is covered. The Physical Internal Exchange Viewpoint * identifies system element interfaces on a physical level * states to which other physical elements the interfaces are connected to * assigns physical interface definitions to interfaces * defines the usage of interfaces;e.g.;if only a subset of the interfaces is used * defines the delegation of physical system element interfaces to physical system boundary interfaces<BR>Presentations:<BR> <UL><li>One or more IBDs featuring the SOI boundary;the parts representing physical elements of the SOI. At the SOI boundary;the interfaces of the SOI represented as proxy ports. At the parts;proxy ports representing the SOI parts interfaces. Binding Connectors for each identified SOI interface delegated to physical SOI elements interfaces.  connectors representing connections between interfaces of SOI parts. Item flows are defined for each planned exchange on the identified interfaces. Note: Please use more than one IBD focused on different areas of interest to keep the view comprehensive. Note: Ports may be nested to organize interfaces;but it is recommended to use only only one level.</li><li>A Table representing the content or part of the ibd content.</li></UL></html>"
"_2021x_2_8710274_1695208632632_218609_27418", "SAF_P5_PIFD", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Physical Domain/Physical Interface Definition Viewpoint'>Physical Interface Definition Viewpoint</A><BR>Purpose:<BR>The Physical Interface Definition Viewpoint captures definitions for physical interfaces. It allows to adopt long-lived standards and to harmonize physical interface definitions to improve interchangeability;interoperability;and portability.<BR>Presentations:<BR> <UL><li>A block definition diagram (BDD) featuring Physical Interface blocks with ports;and flow properties. Compatibility between Physical Interface blocks is expressed by associations and association blocks. Physical Interface blocks may be specialisations of others (use of generalisation). Note: When ports are used these shall be proxy ports and be typed by interface blocks.</li><li>A tabular format listing Physical Interface blocks;their ports;and flow properties.</li></UL></html>"
"_2021x_2_6d8019d_1677946801652_589028_24613", "SAF_P8_PFUM_Matrix", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Physical Domain/Physical Functional Mapping Viewpoint'>Physical Functional Mapping Viewpoint</A><BR>Purpose:<BR>The Physical Functional Mapping Viewpoint supports the analysis of the assigment of system functions and system partial functions to physical system elements. The result shall be computed from the assigment of functions to logial system elements and the assignment of logical system elements to physical system elements<BR>Presentation:<BR>A FBS_to_PBS mapping matrix featuring * Functional Breakdown Structure (FBS) * Physical Breakdown Structure (PBS) * mapping (it is a derived relationship) from system functions and system partial functions to physical SOI elements</html>"
"_2021x_2_6d8019d_1677947386605_221993_24617", "SAF_P8_PLOM_Matrix", "<html>Implementation of <A HREF='https://saf.gfse.org/userdoc/Physical Domain/Physical Logical Mapping Viewpoint'>Physical Logical Mapping Viewpoint</A><BR>Purpose:<BR>The Physical Logical Mapping Viewpoint  supports the definition of the assignment of conceptual logical system elements to physical system elements comprising the SOI.  Following the identification of physical system elements capable of performing the system functions of logical elements;the Physical Logical Mapping Viewpoint provides feedback to the System Architecture Definition process to consolidate or confirm the allocation;partitioning;and alignment of logical elements to physical elements that comprise the SOI.<BR>Presentation:<BR>A assignment matrix featuring * Logical Element Breakdown Structure showing Logical Element Roles and Logical Elements * Physical Element Breakdown Structure showing physical element roles and physical elements * Allocation relationship from logical system element roles to physical system element roles</html>"
"_19_0_2_164f041e_1564558860534_409677_52063", "SAF_PhysicalContext", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1558075325978_897109_45289'>Physical System Context</A></html>"
"_2021x_2_8710274_1697706707436_503229_24914", "SAF_PhysicalContextRole", "<html>Implementation of SAF Concepts  <ul><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_8710274_1567172443186_403777_62964'>Physical SOI Role</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_8710274_1567172425344_546313_62832'>Physical Context Element Role</A></LI></ul></html>"
"_19_0_2_26f0132_1558090585793_420384_48529", "SAF_PhysicalElement", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524176_824595_91079'>Physical Element</A></html>"
"_19_0_2_26f0132_1558076176279_434857_47106", "SAF_PhysicalEnvironment", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1558075136166_927385_45031'>Physical Environment</A></html>"
"_2021x_2_8710274_1675099152786_518672_26637", "SAF_PhysicalExchangeType", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524176_482464_91025'>Physical Exchange Kind</A></html>"
"_19_0_2_26f0132_1560372077241_905943_48390", "SAF_PhysicalExternalSystem", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1558075409978_427311_45484'>Physical External System</A></html>"
"_19_0_2_26f0132_1558090490396_87116_48464", "SAF_PhysicalHardwareElement", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524176_845534_91075'>Hardware Element</A></html>"
"_2021x_2_8710274_1695210280486_572526_27622", "SAF_PhysicalInterfaceDefinition", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524176_956519_91030'>Physical Interaction Point Definition</A></html>"
"_2021x_2_8710274_1695809841236_544249_27160", "SAF_PhysicalInternalRole", "<html>Implementation of SAF Concepts  <ul><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524161_107047_91004'>General Physical Role</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524176_174876_91086'>Hardware Element Role</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524176_61581_91084'>Physical Software Role</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524176_594816_91083'>Software Element Role</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524176_635820_91087'>Physical Element Role</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524176_672620_91085'>Physical Hardware Role</A></LI></ul></html>"
"_19_0_1_26f0132_1547201836188_227821_42212", "SAF_PhysicalItem", "<html>Not implementing a concept</html>"
"_2024x_3_ea40342_1760102235622_120598_2", "SAF_PhysicalRealization", "<html>Implementation of SAF Concepts  <ul><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_8710274_1697730753339_508227_29549'>specifying</A></LI><LI><A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303523801_894791_90759'>realizing</A></LI></ul></html>"
"_2024x_4c5019a_1724838520834_148039_1465", "SAF_PhysicalResource", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1724751736523_167024_1636'>Tangible Resource</A></html>"
"_19_0_2_26f0132_1558090471537_935611_48414", "SAF_PhysicalSoftwareElement", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1562303524176_251302_91078'>Software Element</A></html>"
"_19_0_1_8710274_1547464071851_635988_42197", "SAF_PhysicalSystem", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1558075337119_355128_45325'>Physical SOI</A></html>"
"_19_0_1_26f0132_1547202486398_568937_42535", "SAF_PhysicalUser", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_ebf0350_1555174193029_536383_44542'>Physical User</A></html>"
"_2021x_2_8710274_1700809840928_269630_17686", "SAF_Process", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_8710274_1700810729890_968352_48370'>Process</A></html>"
"_2024x_8710274_1715874541389_595179_15826", "SAF_ProtectionNeed", "<html>Not implementing a concept</html>"
"_2021x_2_6d8019d_1688225179612_961895_24265", "SAF_Refuter", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_6d8019d_1674232167082_824671_23368'>Refuter</A></html>"
"_2021x_2_6d8019d_1687637715067_620676_25736", "SAF_RefuterCounterClaimMaking", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2021x_2_6d8019d_1687635765022_652079_24627'>RFTmakingCCM</A></html>"
"_2024x_2_26f0132_1757002641692_837788_15175", "SAF_RepresentsEA", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_2_26f0132_1757421548498_984650_1244'>represents</A></html>"
"_2024x_4c5019a_1726432026287_484307_352", "SAF_Risk", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1726430943101_262310_996'>Risk</A></html>"
"_2024x_4c5019a_1729866790085_297932_52", "SAF_SecurityAssuranceLevel", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1728711798398_384221_251'>Security Assurance Level</A></html>"
"_2024x_4c5019a_1724836153200_404924_846", "SAF_SecurityContext", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1724674758529_936816_356'>Security Context</A></html>"
"_2024x_4c5019a_1725547883612_860887_19", "SAF_SecurityEnviromentalElement", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1724752203589_449075_1766'>Security Enviromental Element</A></html>"
"_2024x_4c5019a_1729866769685_232637_46", "SAF_SecurityMeasures", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1728711539575_688605_182'>Security Measures</A></html>"
"_2024x_4c5019a_1724838496713_843411_1449", "SAF_SecurityObjective", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1724750691427_829277_1481'>Security Objective</A></html>"
"_2024x_4c5019a_1729866714922_602421_33", "SAF_SecurityRecuirements", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1728711582034_531131_209'>Security Requirements</A></html>"
"_2024x_4c5019a_1726421366863_823772_271", "SAF_SeverityLevel", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_2024x_4c5019a_1726422508426_194688_174'>Severity Level</A></html>"
"_19_0_2_26f0132_1565094689606_808099_51895", "SAF_Stakeholder", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_8710274_1558519956748_646834_44043'>System of Interest Stakeholder</A></html>"
"_19_0_2_26f0132_1576256988971_313392_56275", "SAF_StakeholderRelation", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1575019807024_82785_55519'>SSHrelatedToSSH</A></html>"
"_19_0_3_6d8019d_1600597534207_157849_655", "SAF_StakeholderRepresenting", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_26f0132_1576255381074_947214_55662'>SSHrepresentingOPR</A></html>"
"_19_0_2_164f041e_1564562840570_263949_52838", "SAF_StakeholderRequirement", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_8710274_1558520000264_403052_44141'>Stakeholder Requirement</A></html>"
"_19_0_3_6d8019d_1600679857332_333392_618", "SAF_StakeholderRequirementImposition", "<html>Implementation of SAF Concept <A HREF='https://saf.gfse.org/devdoc/concepts.html#_19_0_2_8710274_1558520103521_679129_44321'>SHRimposedBY</A></html>"
